First_pokemon,Second_pokemon,outcome,type_interaction,calc_speed,calc_atk,calc_def,calc_spatk,calc_spdef
523,487,1,1.0,-55,100,-15,-110,-50
345,353,1,1.5,-30,90,-5,80,-35
56,511,1,3.5,-35,341,50,351,40
455,654,1,1.0,-18,-85,-10,65,35
56,364,1,1.5,-40,203,35,213,15
337,491,1,2.0,-65,184,23,184,23
532,252,1,2.0,-41,240,43,120,-17
128,652,1,1.5,-48,77,-15,93,5
171,86,1,1.5,-65,98,7,40,-25
181,558,1,1.5,-40,109,-5,63,-65
316,585,1,3.5,-140,375,60,175,-10
55,586,1,1.5,-65,238,70,75,5
531,175,1,0.5,-32,65,30,39,13
530,328,1,3.0,-25,240,-10,275,-20
495,754,1,2.0,-63,144,-43,198,-6
219,269,1,2.0,-14,328,85,190,55
494,756,1,2.0,-30,160,-9,170,-10
308,784,1,0.5,-24,51,38,19,3
274,461,1,1.75,-59,122,50,117,30
732,415,1,3.75,-76,380,129,182,31
48,413,1,2.0,-20,270,60,190,15
56,656,1,1.0,-30,95,55,45,0
161,755,1,2.0,-21,96,1,118,-13
110,684,1,2.0,-105,148,-20,70,-30
634,585,1,0.5,-55,80,65,30,0
600,749,1,1.0,-57,80,25,35,-38
102,685,1,3.5,-55,464,20,155,5
664,500,1,2.0,-28,144,38,76,2
337,491,1,2.0,-65,184,23,184,23
488,660,1,1.75,-40,182,86,91,26
418,486,1,0.375,-77,34,26,26,-14
564,585,1,0.5,-22,78,66,33,1
453,790,1,1.0,-62,164,119,-37,-59
531,726,1,0.5,-13,23,-18,43,-14
161,651,1,0.5,-50,93,40,25,35
605,461,1,0.5,-11,34,-4,34,16
667,328,1,4.0,-10,340,70,340,60
538,328,1,4.0,-75,340,-5,340,-15
111,96,1,1.0,-15,120,-30,20,5
744,530,1,0.5,-13,50,57,32,64
493,520,1,2.0,-2,100,30,240,60
342,612,1,2.0,-30,144,-15,70,-50
699,96,1,0.5,-75,50,-15,-27,-55
748,691,1,2.0,-44,110,-1,90,-16
736,82,1,3.75,-37,368,57,162,-9
452,289,1,0.5,-35,30,0,-5,-40
37,391,1,1.0,-25,68,-4,72,2
234,594,1,3.5,-75,373,30,143,-25
489,659,1,0.5,-20,48,86,17,21
115,654,1,1.0,-47,40,-3,65,-25
171,626,1,3.75,-58,296,45,192,-20
59,334,1,0.5,-65,105,170,28,15
104,411,1,1.0,-40,65,-80,40,15
534,251,1,2.0,-46,120,-47,80,-67
644,356,1,1.5,-24,145,90,138,10
565,586,1,0.5,-52,93,61,30,11
296,659,1,0.375,-60,17,21,1,-14
666,516,1,2.0,-10,280,50,110,-25
683,226,1,2.0,-18,160,-40,80,-50
369,411,1,2.0,-35,110,20,70,0
71,381,1,1.0,-75,200,55,5,-15
600,749,1,1.0,-57,80,25,35,-38
212,684,1,1.0,-75,83,-10,-60,-45
730,626,1,1.75,-40,144,60,96,7
679,354,1,0.5,-105,65,30,55,15
575,659,1,0.5,-54,24,43,-2,38
729,379,1,0.5,-35,53,20,56,30
257,390,1,1.0,-45,70,35,60,20
463,97,1,0.5,-20,90,33,50,58
135,685,1,2.0,-50,248,23,110,-5
563,512,1,0.5,-40,82,20,78,35
493,303,1,1.0,-17,50,35,85,15
677,241,1,1.5,-70,85,55,83,-50
430,633,1,2.0,-45,210,40,240,40
531,277,1,1.5,-65,80,-30,100,-20
273,97,1,1.5,-20,188,40,98,45
623,214,1,2.0,-6,170,-38,170,-38
206,651,1,0.5,-65,100,50,40,50
38,225,1,2.0,-20,250,190,110,55
697,778,1,4.0,-23,320,1,320,-3
69,387,1,1.0,-25,210,50,61,8
428,614,1,4.0,-8,468,-20,260,-30
31,680,1,1.0,-58,66,44,81,49
70,783,1,1.0,-59,97,40,-32,-15
677,750,1,1.5,-70,195,120,43,-86
674,756,1,2.0,-25,160,-4,170,5
148,684,1,1.0,-30,18,-10,-25,-60
219,586,1,0.5,-60,95,65,15,15
792,457,1,1.875,-93,96,88,82,58
534,251,1,2.0,-46,120,-47,80,-67
714,391,1,3.75,-57,254,-7,256,-3
523,487,1,1.0,-55,100,-15,-110,-50
212,684,1,1.0,-75,83,-10,-60,-45
162,753,1,2.0,-57,104,-35,126,-35
608,698,1,1.875,-56,162,-30,91,-20
44,360,1,1.0,-90,124,-30,9,-55
747,750,1,1.5,-69,196,74,49,-32
44,360,1,1.0,-90,124,-30,9,-55
432,248,1,2.0,-85,180,-40,220,-10
110,225,1,1.0,-110,125,160,55,15
382,555,1,1.5,-17,83,35,85,0
244,405,1,3.75,-20,347,85,164,20
531,663,1,1.5,-20,160,45,100,15
71,633,1,2.0,-15,210,15,240,-35
579,585,1,1.75,-23,197,55,91,10
528,532,1,2.0,-19,100,-18,190,-38
30,120,1,1.75,-55,149,26,44,-49
308,754,1,0.5,-36,57,40,74,37
31,434,1,0.5,-54,62,45,30,15
58,595,1,1.0,-45,235,60,70,25
193,632,1,2.0,-30,130,-30,160,-30
396,586,1,1.0,-25,220,80,70,30
685,517,1,1.5,-5,138,45,193,-30
494,692,1,1.0,-22,65,10,55,10
185,211,1,1.0,-32,85,47,65,9
132,686,1,2.0,-30,170,5,80,-80
343,651,1,0.5,-65,99,50,37,30
305,651,1,1.75,-30,262,70,104,50
494,756,1,2.0,-30,160,-9,170,-10
370,268,1,2.0,-9,268,45,190,15
344,96,1,0.5,-60,57,-5,4,-25
109,378,1,0.5,-77,26,27,34,32
696,651,1,1.5,-38,228,35,88,35
465,512,1,0.5,-65,110,35,110,15
98,660,1,0.5,-20,62,31,32,91
70,662,1,0.5,-55,63,65,10,15
308,784,1,0.5,-24,51,38,19,3
604,471,1,0.5,-18,61,9,77,43
239,191,1,1.0,-10,40,45,80,75
43,121,1,3.5,-25,500,80,155,-20
587,285,1,2.0,-37,110,-8,60,-13
362,774,1,1.0,-50,50,70,50,70
714,327,1,0.5,-58,37,-15,32,-25
527,328,1,2.0,-60,170,60,170,0
258,356,1,1.5,-45,155,125,128,5
69,229,1,1.5,-25,250,85,58,25
308,754,1,0.5,-36,57,40,74,37
503,662,1,1.0,-45,80,-15,70,10
163,570,1,2.0,-24,176,-40,176,-40
305,651,1,1.75,-30,262,70,104,50
557,53,1,0.75,-83,77,-15,42,-15
483,330,1,1.0,-24,105,78,55,54
303,626,1,0.5,-43,53,3,11,-25
47,334,1,1.0,-5,140,195,60,40
748,684,1,1.0,-69,100,-26,-13,-31
751,174,1,0.5,-2,5,30,-16,13
523,487,1,1.0,-55,100,-15,-110,-50
536,585,1,1.5,-66,178,-2,48,-67
38,485,1,2.0,-27,48,46,48,46
240,464,1,1.0,-10,80,22,80,42
465,377,1,2.0,-20,140,35,140,30
742,749,1,0.5,-40,30,38,-13,-44
193,632,1,2.0,-30,130,-30,160,-30
340,362,1,2.0,-35,200,0,160,0
520,626,1,1.5,-58,131,8,46,-70
48,413,1,2.0,-20,270,60,190,15
216,327,1,3.0,-35,240,15,175,-20
31,680,1,1.0,-58,66,44,81,49
358,752,1,1.5,-20,78,85,55,40
102,685,1,3.5,-55,464,20,155,5
38,485,1,2.0,-27,48,46,48,46
696,651,1,1.5,-38,228,35,88,35
697,778,1,4.0,-23,320,1,320,-3
493,509,1,1.0,-32,20,-15,60,65
432,798,1,0.5,-110,63,-30,103,40
337,786,1,2.0,-1,170,37,116,-10
430,513,1,2.0,-25,240,45,90,65
274,334,1,0.5,-45,108,185,18,15
140,512,1,0.5,-50,127,50,125,85
102,685,1,3.5,-55,464,20,155,5
465,589,1,2.0,-27,170,-30,60,-45
504,225,1,2.0,-20,250,190,110,55
345,441,1,0.5,-5,43,43,55,21
502,485,1,2.0,-42,48,-4,48,31
63,780,1,1.0,-39,110,16,65,12
267,203,1,2.0,-1,70,-30,70,-15
124,457,1,0.75,-60,29,88,37,58
418,364,1,1.0,-55,115,-30,115,-70
499,787,1,0.5,-43,47,34,29,5
538,651,1,1.5,-75,233,-25,83,-25
534,251,1,2.0,-46,120,-47,80,-67
503,662,1,1.0,-45,80,-15,70,10
748,286,1,2.0,-34,180,-6,120,-21
274,461,1,1.75,-59,122,50,117,30
56,364,1,1.5,-40,203,35,213,15
340,517,1,0.5,-85,63,45,43,-30
582,251,1,2.0,-36,120,28,80,8
132,653,1,1.0,-60,125,5,70,-40
134,749,1,3.75,-67,308,65,112,-58
212,214,1,2.0,-19,170,-18,170,-53
123,220,1,1.5,-45,103,-25,20,-5
35,360,1,1.5,-31,177,-7,70,5
3,543,1,2.0,-3,180,23,260,6
340,114,1,2.0,-90,160,30,100,0
536,585,1,1.5,-66,178,-2,48,-67
181,558,1,1.5,-40,109,-5,63,-65
180,390,1,0.5,-30,60,100,40,50
130,51,1,1.5,-35,138,30,185,35
182,651,1,0.5,-10,67,65,30,65
83,464,1,0.5,-5,40,-28,40,37
187,120,1,2.0,-35,170,80,60,-5
536,585,1,1.5,-66,178,-2,48,-67
463,790,1,1.0,-42,204,142,58,4
180,627,1,3.5,-23,422,103,312,-15
483,330,1,1.0,-24,105,78,55,54
56,87,1,1.0,-65,95,85,165,35
532,252,1,2.0,-41,240,43,120,-17
343,749,1,0.75,-57,62,45,24,-38
63,780,1,1.0,-39,110,16,65,12
255,626,1,0.5,-53,68,68,43,0
428,614,1,4.0,-8,468,-20,260,-30
538,651,1,1.5,-75,233,-25,83,-25
382,555,1,1.5,-17,83,35,85,0
132,653,1,1.0,-60,125,5,70,-40
16,238,1,7.75,-40,389,70,618,0
658,353,1,2.0,-73,120,-20,130,-15
493,756,1,2.0,-10,160,21,170,20
483,584,1,0.5,-59,44,38,5,-16
736,626,1,3.875,-50,306,45,203,-9
607,678,1,0.5,-41,27,25,22,15
287,584,1,0.5,-45,60,44,10,-16
366,756,1,2.0,-8,160,-4,170,-30
489,660,1,0.5,-10,92,126,47,51
490,201,1,1.75,-61,184,70,37,23
680,225,1,1.0,-2,125,146,55,-4
255,486,1,0.5,-42,79,81,69,71
430,633,1,2.0,-45,210,40,240,40
335,780,1,2.0,-4,220,21,130,27
162,42,1,2.0,-20,140,-22,190,-10
114,654,1,1.0,-5,0,-60,80,5
357,332,1,0.5,-20,78,105,15,-30
164,757,1,1.0,-85,54,-47,37,-54
56,233,1,0.5,-20,158,90,23,60
362,774,1,1.0,-50,50,70,50,70
19,225,1,1.0,-45,125,190,55,15
136,585,1,1.5,-73,163,48,50,-45
510,651,1,3.875,-20,533,55,233,45
589,654,1,1.0,-28,-5,10,100,40
336,753,1,1.5,-57,74,-15,96,-10
762,486,1,2.0,-11,178,26,158,-7
341,120,1,2.0,-70,170,55,60,-45
677,330,1,1.5,-55,185,95,63,-40
469,790,1,1.0,-57,174,114,1,-32
498,625,1,1.0,-60,50,75,95,35
371,360,1,1.5,-60,153,-40,63,-20
463,455,1,3.5,-12,645,18,245,8
316,585,1,3.5,-140,375,60,175,-10
39,516,1,1.75,-25,262,73,97,0
594,749,1,1.0,-12,80,15,35,-13
69,229,1,1.5,-25,250,85,58,25
38,485,1,2.0,-27,48,46,48,46
257,779,1,1.0,-32,70,-47,50,-50
41,749,1,1.5,-7,138,52,40,-28
70,696,1,2.0,-47,170,40,130,0
751,98,1,0.5,-20,-10,50,-30,-25
766,710,1,1.0,-18,145,38,105,-14
100,328,1,3.5,-60,323,95,290,80
658,240,1,1.0,-58,100,20,60,0
520,626,1,1.5,-58,131,8,46,-70
342,612,1,2.0,-30,144,-15,70,-50
104,434,1,3.5,-34,334,-75,205,20
700,654,1,1.0,-68,40,-79,65,13
424,660,1,1.0,-70,38,-9,8,26
735,790,1,1.0,-61,182,134,-2,-4
455,654,1,1.0,-18,-85,-10,65,35
37,179,1,1.0,-6,50,-37,76,11
2,457,1,1.0,-30,52,105,47,58
489,626,1,0.5,-8,76,98,46,-20
293,457,1,2.0,-35,104,98,94,48
110,433,1,0.5,-109,43,-6,5,-25
293,457,1,2.0,-35,104,98,94,48
134,201,1,1.0,-65,150,80,-55,-30
273,789,1,1.0,-42,93,50,-1,-20
70,386,1,1.0,-60,115,5,6,-37
699,96,1,0.5,-75,50,-15,-27,-55
43,86,1,1.5,-50,110,25,55,-25
534,251,1,2.0,-46,120,-47,80,-67
607,678,1,0.5,-41,27,25,22,15
205,333,1,1.75,-60,207,110,107,-35
382,208,1,1.5,-50,143,35,205,30
165,532,1,1.0,-49,-50,7,-4,-43
531,277,1,1.5,-65,80,-30,100,-20
504,225,1,2.0,-20,250,190,110,55
74,625,1,1.0,-15,50,75,95,45
38,225,1,2.0,-20,250,190,110,55
72,229,1,1.5,-85,235,35,23,-15
56,173,1,1.0,-52,75,39,53,3
132,182,1,1.0,-60,75,-25,-20,-80
161,42,1,2.0,-10,140,8,190,20
527,696,1,1.0,-22,85,5,65,-45
116,685,1,1.0,-21,124,1,55,-30
420,793,1,2.0,-11,262,15,262,-12
77,660,1,0.25,-35,23,81,13,71
527,696,1,1.0,-22,85,5,65,-45
102,685,1,3.5,-55,464,20,155,5
4,460,1,0.5,-44,29,-18,-2,-35
101,543,1,1.0,-18,90,61,130,51
249,586,1,1.5,-90,225,40,50,-10
756,751,1,1.5,-12,260,-36,258,-25
361,790,1,3.0,-42,398,134,126,-4
693,685,1,1.0,-10,151,14,5,14
132,224,1,1.75,-60,159,135,85,-55
736,626,1,3.875,-50,306,45,203,-9
317,41,1,0.5,-5,0,3,45,35
569,74,1,1.5,-21,175,33,75,23
205,333,1,1.75,-60,207,110,107,-35
337,786,1,2.0,-1,170,37,116,-10
455,654,1,1.0,-18,-85,-10,65,35
748,622,1,1.0,-46,90,39,45,34
44,360,1,1.0,-90,124,-30,9,-55
214,620,1,1.0,-46,105,83,45,33
71,461,1,1.5,-84,113,50,71,0
569,221,1,1.0,-26,130,103,70,23
537,790,1,1.0,-58,169,77,-17,-61
636,695,1,2.0,-7,130,0,90,-15
219,660,1,0.75,-65,74,66,32,51
766,517,1,0.5,-59,73,73,56,-44
239,86,1,1.5,-35,105,25,65,10
493,303,1,1.0,-17,50,35,85,15
747,798,1,0.5,-34,86,-16,109,49
791,790,1,3.0,-27,438,149,131,6
19,225,1,1.0,-45,125,190,55,15
683,227,1,2.0,-3,240,-15,120,-30
109,267,1,2.0,-49,168,20,130,15
40,162,1,1.0,-5,134,18,100,25
528,327,1,2.0,-60,150,-20,130,-50
39,516,1,1.75,-25,262,73,97,0
79,120,1,1.0,-45,130,60,10,-70
47,790,1,1.0,-27,189,149,58,6
366,227,1,2.0,-35,240,-15,120,-45
533,252,1,4.0,-36,480,13,240,-47
116,685,1,1.0,-21,124,1,55,-30
587,286,1,2.0,-2,180,27,120,17
102,486,1,2.0,-77,178,56,158,41
352,660,1,0.5,-40,49,86,9,71
274,278,1,1.5,-40,138,15,128,-5
766,620,1,0.5,-64,68,73,11,-19
748,691,1,2.0,-44,110,-1,90,-16
527,328,1,2.0,-60,170,60,170,0
534,251,1,2.0,-46,120,-47,80,-67
247,594,1,1.5,-25,180,55,40,0
551,752,1,0.5,-40,0,50,0,50
489,659,1,0.5,-20,48,86,17,21
109,378,1,0.5,-77,26,27,34,32
483,330,1,1.0,-24,105,78,55,54
682,387,1,1.0,-40,115,5,83,3
94,660,1,0.5,-25,72,76,32,46
428,349,1,2.0,-5,240,-60,190,-60
766,620,1,0.5,-64,68,73,11,-19
539,328,1,4.0,-60,340,20,340,10
420,793,1,2.0,-11,262,15,262,-12
109,683,1,0.5,-52,105,40,33,35
751,98,1,0.5,-20,-10,50,-30,-25
535,685,1,2.0,-31,248,-27,110,-27
342,361,1,2.0,-25,140,0,100,-35
308,784,1,0.5,-24,51,38,19,3
382,775,1,0.5,-40,43,15,50,20
259,501,1,2.0,-48,224,81,136,17
132,529,1,1.75,-50,99,80,125,30
708,188,1,2.0,-75,50,-92,90,-45
528,794,1,2.0,-11,262,0,262,-17
39,120,1,1.75,-40,152,38,47,-25
109,377,1,2.0,-25,140,55,140,65
313,585,1,0.5,-70,65,25,23,-15
72,685,1,1.0,-95,198,15,-65,-15
484,661,1,1.0,-54,55,3,45,-1
483,330,1,1.0,-24,105,78,55,54
732,88,1,1.5,-96,110,109,223,11
284,365,1,1.0,-20,40,-50,40,-35
56,656,1,1.0,-30,95,55,45,0
70,757,1,1.0,-60,54,23,37,-24
499,787,1,0.5,-43,47,34,29,5
722,584,1,1.5,-45,128,45,19,-35
537,680,1,0.25,-54,16,-23,20,-8
337,491,1,2.0,-65,184,23,184,23
531,128,1,0.5,-47,27,-10,-5,-20
161,755,1,2.0,-21,96,1,118,-13
116,685,1,1.0,-21,124,1,55,-30
431,622,1,1.0,-32,90,-45,45,-45
429,685,1,1.0,-95,98,30,-40,30
159,586,1,3.75,-65,515,40,209,-5
205,333,1,1.75,-60,207,110,107,-35
452,289,1,0.5,-35,30,0,-5,-40
344,96,1,0.5,-60,57,-5,4,-25
599,779,1,1.0,-7,70,-37,50,-25
495,366,1,2.0,-12,140,-25,140,10
164,757,1,1.0,-85,54,-47,37,-54
697,199,1,2.0,-58,40,-40,40,-40
55,240,1,0.5,-40,68,20,15,-15
712,756,1,2.0,-23,160,-14,170,-15
37,179,1,1.0,-6,50,-37,76,11
415,750,1,1.5,-15,170,-50,65,-51
136,585,1,1.5,-73,163,48,50,-45
204,97,1,1.5,-30,188,25,108,35
171,626,1,3.75,-58,296,45,192,-20
658,82,1,2.0,-73,190,55,90,-15
382,555,1,1.5,-17,83,35,85,0
172,88,1,1.5,-70,108,102,206,-5
597,442,1,1.0,-9,55,-25,30,-25
357,622,1,1.0,-2,90,80,45,35
161,42,1,2.0,-10,140,8,190,20
43,82,1,3.5,-30,360,75,155,-20
407,190,1,2.0,-30,40,5,80,35
341,684,1,2.0,-60,148,10,70,-25
181,148,1,1.5,-20,243,10,163,0
532,517,1,0.5,-41,75,48,63,-27
274,278,1,1.5,-40,138,15,128,-5
6,360,1,1.0,-70,136,-13,10,-20
504,225,1,2.0,-20,250,190,110,55
180,390,1,0.5,-30,60,100,40,50
430,749,1,1.5,-122,70,80,-20,17
495,754,1,2.0,-63,144,-43,198,-6
62,387,1,1.0,-5,115,30,83,18
762,486,1,2.0,-11,178,26,158,-7
148,684,1,1.0,-30,18,-10,-25,-60
772,624,1,1.0,-88,30,10,55,2
132,76,1,1.0,-50,105,-30,40,-90
70,386,1,1.0,-60,115,5,6,-37
674,41,1,2.0,-62,90,-42,120,-5
204,334,1,0.75,-30,129,180,49,15
427,188,1,2.0,-100,50,-72,90,-45
432,234,1,2.0,-65,190,-35,70,-15
532,469,1,0.5,-6,35,-7,40,1
55,240,1,0.5,-40,68,20,15,-15
103,492,1,1.5,-88,108,-35,-5,-50
532,328,1,3.0,-71,290,48,245,38
344,455,1,1.0,-27,283,5,57,-25
528,214,1,2.0,-19,170,-53,170,-73
70,292,1,1.0,-90,35,25,-70,-45
63,780,1,1.0,-39,110,16,65,12
56,364,1,1.5,-40,203,35,213,15
469,790,1,1.0,-57,174,114,1,-32
134,201,1,1.0,-65,150,80,-55,-30
494,692,1,1.0,-22,65,10,55,10
284,462,1,1.0,-4,94,-60,94,-60
371,360,1,1.5,-60,153,-40,63,-20
569,221,1,1.0,-26,130,103,70,23
708,104,1,2.0,-20,90,40,60,-55
344,317,1,0.5,-45,67,-10,-6,-45
561,659,1,0.5,-35,23,46,-7,41
664,500,1,2.0,-28,144,38,76,2
748,691,1,2.0,-44,110,-1,90,-16
71,461,1,1.5,-84,113,50,71,0
495,191,1,2.0,-52,80,-30,160,10
683,227,1,2.0,-3,240,-15,120,-30
72,229,1,1.5,-85,235,35,23,-15
658,283,1,1.0,-48,110,30,85,30
63,671,1,1.0,-15,55,30,145,20
148,684,1,1.0,-30,18,-10,-25,-60
431,758,1,1.0,-17,92,-72,68,-85
495,162,1,2.0,-12,268,-20,200,5
305,651,1,1.75,-30,262,70,104,50
164,531,1,2.0,-20,160,-30,160,-30
71,381,1,1.0,-75,200,55,5,-15
361,790,1,3.0,-42,398,134,126,-4
409,771,1,2.0,-40,130,-15,220,50
134,412,1,0.875,-45,69,65,41,-15
495,191,1,2.0,-52,80,-30,160,10
70,329,1,0.5,-55,68,55,-5,-15
637,695,1,2.0,-17,130,-20,90,-35
350,512,1,0.5,-75,62,35,77,40
435,642,1,2.0,-1,88,-55,88,-35
567,529,1,0.75,-20,35,80,67,85
493,739,1,2.0,-30,90,-18,150,43
607,76,1,1.875,-26,147,-25,136,-20
463,405,1,3.5,-15,345,88,165,23
736,82,1,3.75,-37,368,57,162,-9
736,626,1,3.875,-50,306,45,203,-9
737,268,1,1.75,-45,251,38,163,34
324,659,1,3.5,-20,178,-44,74,-4
502,121,1,1.75,-25,248,30,83,-10
708,729,1,2.0,-12,112,-43,100,-23
369,654,1,0.5,-25,-10,-10,15,25
132,247,1,1.0,-25,60,-35,80,-70
597,462,1,1.0,-3,94,-5,94,-5
531,726,1,0.5,-13,23,-18,43,-14
531,455,1,1.0,-52,250,-10,50,-20
604,82,1,1.75,-22,179,56,83,6
532,252,1,2.0,-41,240,43,120,-17
587,461,1,0.5,-36,47,52,42,52
658,355,1,2.0,-88,240,40,290,45
740,660,1,1.5,-55,156,63,52,-38
163,285,1,2.0,-95,110,-55,60,-60
56,87,1,1.0,-65,95,85,165,35
132,50,1,1.0,-50,85,5,70,-45
161,771,1,2.0,-10,130,0,220,60
71,461,1,1.5,-84,113,50,71,0
339,685,1,2.0,-50,248,20,110,20
131,653,1,1.0,-85,95,-15,70,-5
55,230,1,0.5,-15,75,80,32,25
737,360,1,1.0,-96,132,-27,-19,-21
677,278,1,3.5,-50,315,30,293,-75
636,695,1,2.0,-7,130,0,90,-15
196,500,1,2.0,-23,144,-7,76,-48
431,758,1,1.0,-17,92,-72,68,-85
777,751,1,0.5,-20,100,-20,95,-100
493,739,1,2.0,-30,90,-18,150,43
531,285,1,1.5,-75,70,-35,20,-40
684,402,1,1.0,-3,54,35,113,5
396,586,1,1.0,-25,220,80,70,30
101,230,1,0.25,-20,37,95,16,45
600,749,1,1.0,-57,80,25,35,-38
799,328,1,1.0,-60,85,65,85,-15
247,594,1,1.5,-25,180,55,40,0
531,352,1,0.5,-50,50,-25,50,-25
6,215,1,1.5,-50,118,22,160,45
165,570,1,2.0,-34,176,-20,176,-70
59,120,1,0.5,-90,50,35,-2,-35
311,684,1,0.5,-35,37,-30,17,-10
708,729,1,2.0,-12,112,-43,100,-23
646,627,1,1.5,-47,169,48,111,-30
55,230,1,0.5,-15,75,80,32,25
103,492,1,1.5,-88,108,-35,-5,-50
16,238,1,7.75,-40,389,70,618,0
171,455,1,1.5,-22,298,2,90,-15
185,211,1,1.0,-32,85,47,65,9
219,269,1,2.0,-14,328,85,190,55
2,96,1,0.75,-35,65,-13,20,-30
489,659,1,0.5,-20,48,86,17,21
240,464,1,1.0,-10,80,22,80,42
708,435,1,1.0,-34,109,-15,75,-15
74,625,1,1.0,-15,50,75,95,45
452,289,1,0.5,-35,30,0,-5,-40
489,660,1,0.5,-10,92,126,47,51
764,659,1,0.5,-49,14,3,-36,-3
369,654,1,0.5,-25,-10,-10,15,25
104,434,1,3.5,-34,334,-75,205,20
58,595,1,1.0,-45,235,60,70,25
171,455,1,1.5,-22,298,2,90,-15
726,653,1,1.5,-67,139,18,129,24
344,317,1,0.5,-45,67,-10,-6,-45
59,120,1,0.5,-90,50,35,-2,-35
636,695,1,2.0,-7,130,0,90,-15
100,229,1,0.25,-15,32,70,13,45
147,34,1,2.0,-65,200,50,90,-40
109,251,1,2.0,-60,120,10,80,-15
56,561,1,1.0,-50,55,20,91,0
287,599,1,1.0,-15,170,44,30,44
70,757,1,1.0,-60,54,23,37,-24
37,391,1,1.0,-25,68,-4,72,2
503,662,1,1.0,-45,80,-15,70,10
696,651,1,1.5,-38,228,35,88,35
664,120,1,2.0,-35,170,55,60,-10
410,226,1,2.0,-90,160,-80,80,-50
431,692,1,2.0,-10,130,-55,110,-65
748,684,1,1.0,-69,100,-26,-13,-31
135,361,1,2.0,-35,140,-7,100,-35
527,327,1,2.0,-30,150,10,130,-50
69,698,1,1.0,-30,150,40,-5,0
748,651,1,1.5,-84,246,29,79,24
420,348,1,1.0,-45,90,-60,65,-90
737,360,1,1.0,-96,132,-27,-19,-21
432,214,1,2.0,-89,170,-48,170,-48
376,790,1,1.0,-27,194,129,48,-24
203,332,1,1.75,-10,172,100,92,-5
37,662,1,1.0,-26,80,8,70,0
646,654,1,0.5,-39,-7,-35,10,-10
30,661,1,1.0,-50,55,1,45,-19
698,586,1,3.5,-35,498,75,215,25
196,500,1,2.0,-23,144,-7,76,-48
180,390,1,0.5,-30,60,100,40,50
104,434,1,3.5,-34,334,-75,205,20
714,391,1,3.75,-57,254,-7,256,-3
567,529,1,0.75,-20,35,80,67,85
25,584,1,0.5,-57,47,50,13,-10
540,622,1,1.0,-57,90,45,45,45
453,790,1,1.0,-62,164,119,-37,-59
463,615,1,1.5,-20,165,3,15,3
420,793,1,2.0,-11,262,15,262,-12
483,330,1,1.0,-24,105,78,55,54
56,511,1,3.5,-35,341,50,351,40
116,654,1,1.0,-36,40,-29,65,-25
735,356,1,1.5,-69,144,90,125,20
432,798,1,0.5,-110,63,-30,103,40
57,790,1,1.0,-92,154,134,38,-24
644,487,1,1.0,-34,110,45,-45,-15
711,754,1,2.0,-66,144,-18,198,-1
607,761,1,1.5,-36,107,0,102,10
545,329,1,2.0,-40,170,-35,110,-65
63,780,1,1.0,-39,110,16,65,12
488,96,1,1.0,-35,135,5,10,-40
679,355,1,0.5,-125,85,60,95,45
324,659,1,3.5,-20,178,-44,74,-4
598,192,1,1.0,-4,50,-30,70,-30
92,331,1,1.9375,-45,135,55,78,5
219,651,1,1.75,-65,250,40,98,40
679,355,1,0.5,-125,85,60,95,45
499,670,1,2.0,-57,80,-28,190,-10
658,353,1,2.0,-73,120,-20,130,-15
26,487,1,0.5,-87,40,35,-15,-25
44,201,1,1.5,-70,162,40,20,-35
696,651,1,1.5,-38,228,35,88,35
31,680,1,1.0,-58,66,44,81,49
361,790,1,3.0,-42,398,134,126,-4
531,285,1,1.5,-75,70,-35,20,-40
465,506,1,0.5,-49,78,2,68,-18
38,225,1,2.0,-20,250,190,110,55
22,487,1,1.75,-61,145,40,8,-5
741,651,1,1.75,-32,254,57,105,48
119,329,1,0.5,-10,42,-35,27,-15
162,753,1,2.0,-57,104,-35,126,-35
382,1,1,1.5,-35,91,29,125,10
489,660,1,0.5,-10,92,126,47,51
589,654,1,1.0,-28,-5,10,100,40
39,516,1,1.75,-25,262,73,97,0
409,771,1,2.0,-40,130,-15,220,50
58,332,1,0.75,-50,79,105,40,10
72,751,1,1.5,-90,275,-15,213,-45
161,42,1,2.0,-10,140,8,190,20
58,595,1,1.0,-45,235,60,70,25
267,509,1,2.0,-1,40,-20,120,50
488,659,1,1.75,-50,94,46,31,-4
70,292,1,1.0,-90,35,25,-70,-45
132,182,1,1.0,-60,75,-25,-20,-80
6,360,1,1.0,-70,136,-13,10,-20
31,680,1,1.0,-58,66,44,81,49
738,225,1,1.5,-12,231,191,80,16
234,594,1,3.5,-75,373,30,143,-25
736,626,1,3.875,-50,306,45,203,-9
583,614,1,2.0,-24,234,17,130,7
136,585,1,1.5,-73,163,48,50,-45
493,739,1,2.0,-30,90,-18,150,43
361,790,1,3.0,-42,398,134,126,-4
122,486,1,0.5,-17,87,111,62,11
214,620,1,1.0,-46,105,83,45,33
513,221,1,3.5,-85,300,75,218,-25
132,247,1,1.0,-25,60,-35,80,-70
410,227,1,2.0,-75,240,-55,120,-30
97,654,1,0.5,-10,-12,-25,33,-15
109,377,1,2.0,-25,140,55,140,65
180,487,1,3.5,-45,310,65,20,-35
27,585,1,1.75,-50,195,75,93,9
762,486,1,2.0,-11,178,26,158,-7
257,390,1,1.0,-45,70,35,60,20
368,651,1,0.5,-70,78,45,30,45
337,786,1,2.0,-1,170,37,116,-10
